contractingofficeagencyid,dollarsobligated,fiscal_year,mod_parent,piid,productorservicecode,vendorname
DEFENSE LOGISTICS AGENCY,10198286.15,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),0001,Z1JZ: MAINTENANCE OF MISCELLANEOUS BUILDINGS,DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,10198286.15,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),0001,Z1JZ: MAINTENANCE OF MISCELLANEOUS BUILDINGS,DYNCORP INTERNATIONAL LLC
DEPT OF THE NAVY,10198286.15,2016,DYNCORP,0001,Z1JZ: MAINTENANCE OF MISCELLANEOUS BUILDINGS,DYNCORP INTERNATIONAL LLC
DEFENSE LOGISTICS AGENCY,10198286.15,2016,DYNCORP,0001,Z1JZ: MAINTENANCE OF MISCELLANEOUS BUILDINGS,DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,10198286.15,2016,DYNCORP,0001,Z1JZ: MAINTENANCE OF MISCELLANEOUS BUILDINGS,DYNCORP INTERNATIONAL LLC
DEFENSE LOGISTICS AGENCY,100845.2,2016,EXXON MOBIL CORPORATION,0583,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,100845.2,2016,EXXON MOBIL CORPORATION,0583,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,8895,2016,EXXON MOBIL CORPORATION,0554,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,8895,2016,EXXON MOBIL CORPORATION,0554,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,-9357.49,2016,EXXON MOBIL CORPORATION,0467,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,-9357.49,2016,EXXON MOBIL CORPORATION,0467,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,8104.37,2016,EXXON MOBIL CORPORATION,0489,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,8104.37,2016,EXXON MOBIL CORPORATION,0489,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,7688,2016,EXXON MOBIL CORPORATION,0556,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,7688,2016,EXXON MOBIL CORPORATION,0556,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,9548.4,2016,EXXON MOBIL CORPORATION,0501,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,9548.4,2016,EXXON MOBIL CORPORATION,0501,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,8553,2016,EXXON MOBIL CORPORATION,0504,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,8553,2016,EXXON MOBIL CORPORATION,0504,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,8553,2016,EXXON MOBIL CORPORATION,0505,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,8553,2016,EXXON MOBIL CORPORATION,0505,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,5948.150000000001,2016,EXXON MOBIL CORPORATION,0508,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,5948.150000000001,2016,EXXON MOBIL CORPORATION,0508,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,8944.27,2016,EXXON MOBIL CORPORATION,0521,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,8944.27,2016,EXXON MOBIL CORPORATION,0521,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,21382.5,2016,EXXON MOBIL CORPORATION,0507,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,21382.5,2016,EXXON MOBIL CORPORATION,0507,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,8184,2016,EXXON MOBIL CORPORATION,0500,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,8184,2016,EXXON MOBIL CORPORATION,0500,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE ARMY,0,2016,DYNCORP INTERNATIONAL LLC,0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEPT OF THE NAVY,0,2016,DYNCORP INTERNATIONAL LLC,0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEPT OF THE AIR FORCE,0,2016,DYNCORP INTERNATIONAL LLC,0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126)
DEPT OF THE ARMY,0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE NAVY,0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE AIR FORCE,0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE ARMY,0,2016,DYNCORP,0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE NAVY,0,2016,DYNCORP,0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE AIR FORCE,0,2016,DYNCORP,0002,R706: SUPPORT- MANAGEMENT: LOGISTICS SUPPORT,DYNCORP INTERNATIONAL LLC
DEFENSE LOGISTICS AGENCY,10003.8,2016,EXXON MOBIL CORPORATION,0525,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,10003.8,2016,EXXON MOBIL CORPORATION,0525,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,8003.799999999999,2016,EXXON MOBIL CORPORATION,0523,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,8003.799999999999,2016,EXXON MOBIL CORPORATION,0523,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,71275,2016,EXXON MOBIL CORPORATION,0509,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,71275,2016,EXXON MOBIL CORPORATION,0509,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,9295.2,2016,EXXON MOBIL CORPORATION,0524,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,9295.2,2016,EXXON MOBIL CORPORATION,0524,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,23238,2016,EXXON MOBIL CORPORATION,0520,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,23238,2016,EXXON MOBIL CORPORATION,0520,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,57510,2016,EXXON MOBIL CORPORATION,0506,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,57510,2016,EXXON MOBIL CORPORATION,0506,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,21012.6,2016,EXXON MOBIL CORPORATION,0526,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,21012.6,2016,EXXON MOBIL CORPORATION,0526,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,59162.4,2016,EXXON MOBIL CORPORATION,0519,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,59162.4,2016,EXXON MOBIL CORPORATION,0519,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,10130.4,2016,EXXON MOBIL CORPORATION,0512,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,10130.4,2016,EXXON MOBIL CORPORATION,0512,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,9304.2,2016,EXXON MOBIL CORPORATION,0511,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,9304.2,2016,EXXON MOBIL CORPORATION,0511,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,9304.2,2016,EXXON MOBIL CORPORATION,0514,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,9304.2,2016,EXXON MOBIL CORPORATION,0514,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,21033.6,2016,EXXON MOBIL CORPORATION,0513,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,21033.6,2016,EXXON MOBIL CORPORATION,0513,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,4804.560000000001,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),0024,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
DEPT OF THE NAVY,4804.560000000001,2016,DYNCORP,0024,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
DEFENSE LOGISTICS AGENCY,8988,2016,EXXON MOBIL CORPORATION,0565,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,8988,2016,EXXON MOBIL CORPORATION,0565,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,10130.4,2016,EXXON MOBIL CORPORATION,0510,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,10130.4,2016,EXXON MOBIL CORPORATION,0510,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,2607.76,2016,EXXON MOBIL CORPORATION,0465,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,2607.76,2016,EXXON MOBIL CORPORATION,0465,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,8184,2016,EXXON MOBIL CORPORATION,0502,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,8184,2016,EXXON MOBIL CORPORATION,0502,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,9926.85,2016,EXXON MOBIL CORPORATION,0431,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,9926.85,2016,EXXON MOBIL CORPORATION,0431,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,45225.009999999995,2016,EXXON MOBIL CORPORATION,0459,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,45225.009999999995,2016,EXXON MOBIL CORPORATION,0459,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,10003.8,2016,EXXON MOBIL CORPORATION,0515,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,10003.8,2016,EXXON MOBIL CORPORATION,0515,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,8369.4,2016,EXXON MOBIL CORPORATION,0468,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,8369.4,2016,EXXON MOBIL CORPORATION,0468,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,20923.5,2016,EXXON MOBIL CORPORATION,0442,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,20923.5,2016,EXXON MOBIL CORPORATION,0442,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,74900,2016,EXXON MOBIL CORPORATION,0561,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,74900,2016,EXXON MOBIL CORPORATION,0561,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,8895,2016,EXXON MOBIL CORPORATION,0551,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,8895,2016,EXXON MOBIL CORPORATION,0551,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,22470,2016,EXXON MOBIL CORPORATION,0560,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,22470,2016,EXXON MOBIL CORPORATION,0560,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,140000,2016,EXXON MOBIL CORPORATION,0576,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,140000,2016,EXXON MOBIL CORPORATION,0576,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEFENSE LOGISTICS AGENCY,113787.48,2016,EXXON MOBIL CORPORATION,0496,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
DEPT OF THE NAVY,113787.48,2016,EXXON MOBIL CORPORATION,0496,B541: SPECIAL STUDIES/ANALYSIS- DEFENSE,MOBIL OIL GUAM INC
"VETERANS AFFAIRS, DEPARTMENT OF",375094.44,2016,DUKE UNIVERSITY,VA24614C0207,U008: EDUCATION/TRAINING- TRAINING/CURRICULUM DEVELOPMENT,"DUKE UNIVERSITY HEALTH SYSTEM, INC."
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),NNJ12JC05C,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,0,2016,DYNCORP,NNJ12JC05C,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
FEDERAL PRISON SYSTEM,99000,2016,VORNADO REALTY TRUST,DJU4500517056,X1AB: LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES,"MERCHANDISE MART PROPERTIES, INC."
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA11F2843,"5821: RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP,SAQMMA11F2843,"5821: RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE",DYNCORP INTERNATIONAL LLC
OFFICE OF PROCUREMENT OPERATIONS,0,2016,UNIVERSITY OF SOUTHERN CALIFORNIA,HSHQDC07C00014,5419: COLLECTIVE MODULAR SUPPORT SYSTEM,USC INSTITUTE FOR CREATIVE TECHNOLOGY
"VETERANS AFFAIRS, DEPARTMENT OF",5015654,2016,DUKE UNIVERSITY,VA24615C0093,Q522: MEDICAL- RADIOLOGY,"DUKE UNIVERSITY HEALTH SYSTEM, INC."
FEDERAL PRISON SYSTEM,14400,2016,DUKE UNIVERSITY,DJBP0106RB270019,Q999: MEDICAL- OTHER,"DUKE UNIVERSITY HEALTH SYSTEM, INC."
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),34908363.64,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),Z539,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),34908363.64,2016,DYNCORP,Z539,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
MILLENNIUM CHALLENGE CORPORATION,-2557738.89,2016,VORNADO REALTY TRUST,MCC040101CFO,X119: LEASE-RENT OF OTHER ADMIN-SVC BLDGS,BOWEN BUILDING LIMITED PARTNERSHIP
DEPT OF THE ARMY,0,2016,UNIVERSITY OF SOUTHERN CALIFORNIA,0039,AZ11: R&D- OTHER RESEARCH AND DEVELOPMENT (BASIC RESEARCH),UNIVERSITY OF SOUTHERN CALIFOR
"VETERANS AFFAIRS, DEPARTMENT OF",1335,2016,DUKE UNIVERSITY,VA24513P1699,R420: SUPPORT- PROFESSIONAL: CERTIFICATIONS AND ACCREDITATIONS (OTHER THAN EDUC OR INFO TECH C&A),"DUKE UNIVERSITY HEALTH SYSTEM, INC."
"HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF",0,2016,STATE STREET CORPORATION,DU100G16D01,R710: SUPPORT- MANAGEMENT: FINANCIAL,"STATE STREET GLOBAL ADVISORS, INC."
FOREST SERVICE,1666000,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),AG024BC120003,F003: NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION,DYNCORP INTERNATIONAL LLC
FOREST SERVICE,1666000,2016,DYNCORP,AG024BC120003,F003: NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION,DYNCORP INTERNATIONAL LLC
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,517081.88,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),NNJ12JD12T,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,517081.88,2016,DYNCORP,NNJ12JD12T,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,7448713.0600000005,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),NNJ12JD11T,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,7448713.0600000005,2016,DYNCORP,NNJ12JD11T,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-10000000,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA12F3178,Y1BZ: CONSTRUCTION OF OTHER AIRFIELD STRUCTURES,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-10000000,2016,DYNCORP,SAQMMA12F3178,Y1BZ: CONSTRUCTION OF OTHER AIRFIELD STRUCTURES,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA14F4295,"1510: AIRCRAFT, FIXED WING",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP,SAQMMA14F4295,"1510: AIRCRAFT, FIXED WING",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA15F1077,U099: EDUCATION/TRAINING- OTHER,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP,SAQMMA15F1077,U099: EDUCATION/TRAINING- OTHER,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA15F1464,"6115: GENERATORS AND GENERATOR SETS, ELECTRICAL",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP,SAQMMA15F1464,"6115: GENERATORS AND GENERATOR SETS, ELECTRICAL",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA14F4190,U099: EDUCATION/TRAINING- OTHER,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP,SAQMMA14F4190,U099: EDUCATION/TRAINING- OTHER,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",1067000,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA15F0686,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",1067000,2016,DYNCORP,SAQMMA15F0686,S216: HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",6854,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA14F3112,U099: EDUCATION/TRAINING- OTHER,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",6854,2016,DYNCORP,SAQMMA14F3112,U099: EDUCATION/TRAINING- OTHER,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA12F3196,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP,SAQMMA12F3196,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA15F1898,1730: AIRCRAFT GROUND SERVICING EQUIPMENT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",0,2016,DYNCORP,SAQMMA15F1898,1730: AIRCRAFT GROUND SERVICING EQUIPMENT,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",6000000,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA16F0048,AD21: R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",6000000,2016,DYNCORP,SAQMMA16F0048,AD21: R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",276708.48,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA12F3616,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",276708.48,2016,DYNCORP,SAQMMA12F3616,J015: MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-348704.25,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA14F3179,B546: SPECIAL STUDIES/ANALYSIS- SECURITY (PHYSICAL/PERSONAL),DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-348704.25,2016,DYNCORP,SAQMMA14F3179,B546: SPECIAL STUDIES/ANALYSIS- SECURITY (PHYSICAL/PERSONAL),DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",212227.54,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA16F0145,"1660: AIRCRAFT AIR CONDITIONING, HEATING, AND PRESSURIZING EQUIPMENT",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",212227.54,2016,DYNCORP,SAQMMA16F0145,"1660: AIRCRAFT AIR CONDITIONING, HEATING, AND PRESSURIZING EQUIPMENT",DYNCORP INTERNATIONAL LLC
"STATE, DEPARTMENT OF",-1552026.02,2016,DYNCORP INTERNATIONAL LIMITED LIABILITY COMPANY (7126),SAQMMA14F3181,M1PZ: OPERATION OF OTHER NON-BUILDING FACILITIES,DYNCORP INTERNATIONAL LLC
